"","x"
"3328",1.8771735
"3329",2.271496
"3330",2.5544115
"3331",3.229511
"3332",3.349939
"3333",3.29033
"3334",3.3532835
"3335",3.5323725
"3336",2.452864
"3337",2.463601
"3338",2.426358
"3339",2.412046
"3340",2.4069735
"3341",2.392792
"3342",2.393091
"3343",2.4471135
"3344",2.469897
"3345",2.4521265
"3346",2.458135
"3347",2.447111
"3348",2.4511735
"3349",2.4060785
"3350",2.461396
"3351",2.0099135
"3352",1.4564735
"3353",0.205075
"3354",7.0787235
"3355",6.901034
"3356",7.532578
"3357",8.1925515
"3358",2.2744965
"3359",33.9901735
"3360",30.5283495
"3361",26.704328
"3362",17.400642
"3363",14.959533
"3364",12.3573815
"3365",6.869478
"3366",6.4959745
"3367",6.586896
"3368",6.799258
"3369",5.868535
"3370",5.5839635
"3371",6.3736425
"3372",5.302922
"3373",4.184162
"3374",4.0058745
"3375",3.7195995
"3376",2.62796
"3377",2.1160575
"3378",1.5698245
"3379",0.250914
"3380",0.2146125
"3381",0.282471
"3382",1.133855
"3383",0.2692365
"3384",1.2064325
"3385",2.829649
"3386",2.3604635
"3387",0.7316465
"3388",1.166717
"3389",0.762973
"3390",0.4876955
"3391",1.7125745
"3392",2.339628
"3393",3.7705325
"3394",3.158029
"3395",1.8069135
"3396",1.536986
"3397",1.219941
"3398",1.1519905
"3399",1.425832
"3400",1.5360005
"3401",1.358655
"3402",1.5304495
"3403",1.52472
"3404",1.7138405
"3405",1.834954
"3406",1.892986
"3407",1.426839
"3408",1.475758
"3409",0.841745
"3410",0.1762315
"3411",0.310669
"3412",0.923913
"3413",1.0612965
"3414",1.1517155
"3415",1.4701675
"3416",1.638651
"3417",1.707307
"3418",1.6714335
"3419",1.599979
"3420",1.509966
"3421",1.2241675
"3422",1.0919315
"3423",0.889688
"3424",0.7648305
"3425",0.6862895
"3426",0.148558
"3427",0.0484195
"3428",0.272497
"3429",0.241059
"3430",0.365065
"3431",0.414654
"3432",0.0924425
"3433",0.0313565
"3434",0.0397035
"3435",0.0444335
"3436",0.0848155
"3437",0.1430895
"3438",0.1779965
"3439",0.396
"3440",0.429684
"3441",0.422391
"3442",0.3959145
"3443",0.407741
"3444",0.3784845
"3445",0.346234
"3446",0.144642
"3447",0.0890815
"3448",0.0364895
"3449",0.047778
"3450",0.4439605
"3451",0.4922505
"3452",0.430161
"3453",0.4368765
"3454",0.4301585
"3455",0.354299
"3456",0.3507175
"3457",0.314816
"3458",0.342209
"3459",0.368291
"3460",0.078483
"3461",0.106634
"3462",0.1243655
"3463",0.319216
"3464",0.1329225
"3465",0.143013
"3466",0.107967
"3467",0.507377
"3468",0.450279
"3469",0.1150055
"3470",0.4525975
"3471",0.438541
"3472",0.084798
"3473",0.39206
"3474",0.3671265
"3475",0.4065915
"3476",0.442709
"3477",0.448243
"3478",0.418039
"3479",0.439718
"3480",0.435464
"3481",0.449716
"3482",0.429772
"3483",0.4069265
"3484",0.4578475
"3485",0.5133375
"3486",0.441119
"3487",0.4173015
"3488",0.3525405
"3489",0.381495
"3490",0.38706
"3491",0.346604
"3492",0.277817
"3493",0.3303695
"3494",0.353281
"3495",0.3393055
"3496",0.342232
"3497",0.347514
"3498",0.33966
"3499",0.3932125
"3500",0.3734305
"3501",0.3765385
"3502",0.3683885
"3503",0.37228
"3504",0.380775
"3505",0.358309
"3506",0.3435595
"3507",0.336948
"3508",0.337044
"3509",0.3463415
"3510",0.377085
"3511",0.3384705
"3512",0.281807
"3513",0.291974
"3514",0.3101155
"3515",0.2472105
"3516",0.2729145
"3517",0.320657
"3518",0.2982075
"3519",0.272333
"3520",0.2884535
"3521",0.285825
"3522",0.334557
"3523",0.2927655
"3524",0.27998
"3525",0.2864095
"3526",0.2891325
"3527",0.2846445
"3528",0.296726
"3529",0.305105
"3530",0.282443
"3531",0.319623
"3532",0.3267765
"3533",0.3053975
"3534",0.2859875
"3535",0.3521755
"3536",0.364126
"3537",0.329318
"3538",0.3071385
"3539",0.293641
"3540",0.2630395
"3541",0.239307
"3542",0.284026
"3543",0.3293845
"3544",0.3647835
"3545",0.38753
"3546",0.326332
"3547",0.3356605
"3548",0.3337965
"3549",0.302158
"3550",0.310182
"3551",0.293184
"3552",0.2597165
"3553",0.2196225
"3554",0.256929
"3555",0.177785
"3556",0.225325
"3557",0.213359
"3558",0.1765915
"3559",0.1726055
"3560",0.172638
"3561",0.197359
"3562",0.182414
"3563",0.2198455
"3564",0.2188
"3565",0.1848105
"3566",0.2371425
"3567",0.234328
"3568",0.229783
"3569",0.2125375
"3570",0.1816995
"3571",0.221349
"3572",0.2064385
"3573",0.189533
"3574",0.180782
"3575",0.193357
"3576",0.159665
"3577",0.18288
"3578",0.212379
"3579",0.174067
"3580",0.1884535
"3581",0.16605
"3582",0.148398
"3583",0.1958935
"3584",0.277335
"3585",0.26681
"3586",0.2779695
"3587",0.2525885
"3588",0.3022945
"3589",0.291797
"3590",0.3230095
"3591",0.335597
"3592",0.3188365
"3593",0.31065
"3594",0.2989215
"3595",0.3003805
"3596",0.3426525
"3597",0.3622485
"3598",0.337598
"3599",0.362159
"3600",0.331656
"3601",0.321719
"3602",0.291728
"3603",0.2667795
"3604",0.3041675
"3605",0.3919935
"3606",0.357498
"3607",0.306585
"3608",0.2798205
"3609",0.27033
"3610",0.285993
"3611",0.258936
"3612",0.240993
"3613",0.266282
"3614",0.240533
"3615",0.273982
"3616",0.262746
"3617",0.261724
"3618",0.277532
"3619",0.282969
"3620",0.3230795
"3621",0.310803
"3622",0.311936
"3623",0.304682
"3624",0.298225
"3625",0.299127
"3626",0.298341
"3627",0.292331
"3628",0.293307
"3629",0.24912
"3630",0.279367
"3631",0.2415705
"3632",0.302566
"3633",0.2789325
"3634",0.307894
"3635",0.297744
"3636",0.363822
"3637",0.3151955
"3638",0.293217
"3639",0.270526
"3640",0.253475
"3641",0.2887455
"3642",0.318552
"3643",0.247178
"3644",0.2540095
"3645",0.2668065
"3646",0.260802
"3647",0.2715635
"3648",0.257415
"3649",0.277893
"3650",0.307857
"3651",0.275424
"3652",0.2877385
"3653",0.298269
"3654",0.2708985
"3655",0.2472895
"3656",0.2906285
"3657",0.2894895
"3658",0.274941
"3659",0.2703915
"3660",0.288558
"3661",0.260913
"3662",0.2837745
"3663",0.29115
"3664",0.3421255
"3665",0.323061
"3666",0.2758035
"3667",0.282111
"3668",0.268052
"3669",0.25531
"3670",0.27072
"3671",0.24647
"3672",0.2219075
"3673",0.209542
"3674",0.2573465
"3675",0.294837
"3676",0.311349
"3677",0.2980655
"3678",0.2745895
"3679",0.0211865
"3680",0.014922
"3681",0.0059125
"3682",0.0100455
"3683",0.00186
"3684",0.0355355
"3685",0.002756
"3686",0.0051935
"3687",0.012626
"3688",0.0156805
"3689",0.020273
"3690",0.0036465
"3691",0.027692
"3692",0.0011305
"3693",0.000418
"3694",0.005628
"3695",0.0039235
"3696",0.022847
"3697",0.0439795
"3698",0.026561
"3699",0.012699
"3700",0.0065585
"3701",0.009553
"3702",0.013625
"3703",0.0053115
"3704",0.020593
"3705",0.010412
"3706",0.033411
"3707",0.0268215
"3708",0.0005705
"3709",0.016754
"3710",0.001675
"3711",0.001561
"3712",0.013228
"3713",0.0244455
"3714",0.019976
"3715",0.000289
"3716",0.015833
"3717",0.046694
"3718",0.027656
"3719",0.0330115
"3720",0.0616965
"3721",0.019122
"3722",0.007002
"3723",0.030145
"3724",0.0586235
"3725",0.092026
"3726",0.0455515
"3727",0.1033635
"3728",0.0854865
"3729",0.02878
"3730",0.0507415
"3731",0.047744
"3732",0.0228775
"3733",0.065122
"3734",0.028844
"3735",0.0167355
"3736",0.023632
"3737",0.0964645
"3738",0.3829635
"3739",0.1324085
"3740",0.2162865
"3741",0.1305825
"3742",0.7507625
"3743",0.629967
"3744",0.0141345
"3745",0.15592
"3746",0.373133
"3747",0.2470355
"3748",0.5314215
"3749",0.445517
"3750",1.0793065
"3751",1.762979
"3752",1.58661
"3753",0.829329
"3754",1.8928615
"3755",3.2247945
"3756",2.7842315
"3757",3.0991655
"3758",2.451545
"3759",2.2703455
"3760",2.2071935
"3761",12.344377
"3762",13.2447825
"3763",16.1277375
"3764",6.156614
"3765",7.2450465
"3766",9.6119065
"3767",12.589334
"3768",13.5899345
"3769",15.9950445
"3770",19.066034
"3771",21.603139
"3772",25.3539295
"3773",16.913603
"3774",18.551691
"3775",18.558935
"3776",20.539137
"3777",15.4494685
"3778",20.017521
"3779",21.327624
"3780",23.080037
"3781",29.059676
"3782",31.230752
"3783",30.9468185
"3784",31.1261275
"3785",30.001988
"3786",30.120823
"3787",34.40682
"3788",32.480574
"3789",30.4130925
"3790",29.0708795
"3791",27.0180095
"3792",23.551851
"3793",22.14255
"3794",22.1667915
"3795",21.330737
"3796",20.835903
"3797",19.898682
"3798",19.23628
"3799",18.6981235
"3800",18.412511
"3801",18.019478
"3802",18.158681
"3803",18.3083915
"3804",18.7033885
"3805",19.630285
"3806",20.222172
"3807",20.3041345
"3808",20.324003
"3809",21.1902015
"3810",22.50841
"3811",22.988949
"3812",23.1875365
"3813",23.583185
"3814",23.136097
"3815",23.041723
"3816",23.401613
"3817",23.150003
"3818",23.068866
"3819",23.013393
"3820",23.3733605
"3821",24.3306755
"3822",25.0345745
"3823",24.9593975
"3824",24.693358
"3825",25.981152
"3826",27.2524455
"3827",26.0110185
"3828",24.932445
"3829",26.5976925
"3830",27.1940945
"3831",27.636169
"3832",29.14406
"3833",30.134824
"3834",34.586737
"3835",44.8415865
"3836",40.700612
"3837",47.363412
"3838",44.954112
"3839",43.8379145
"3840",38.26081
"3841",33.464849
"3842",24.245549
"3843",15.1863415
"3844",3.019309
"3845",0
"3846",15.3933815
"3847",0
"3848",0
"3849",6.065542
"3850",4.3166525
"3851",5.2754905
"3852",4.5538455
"3853",4.8638625
"3854",0
"3855",0
"3856",0
"3857",11.1706565
"3858",4.8415475
"3859",4.276045
"3860",3.4225255
"3861",0.516277
"3862",2.752949
"3863",1.233792
"3864",0
"3865",0
"3866",0
"3867",0
"3868",0
"3869",0
"3870",3.483096
"3871",5.215254
"3872",5.939055
"3873",8.960215
"3874",7.036523
"3875",6.682012
"3876",3.8175975
"3877",24.8835035
"3878",27.748538
"3879",26.2529
"3880",24.717664
"3881",24.2659635
"3882",20.299279
"3883",12.774238
"3884",11.4766195
"3885",6.611937
"3886",0.086122
"3887",23.673228
"3888",24.464176
"3889",27.8922375
"3890",17.4544815
"3891",13.268246
"3892",26.1049815
"3893",24.5514545
"3894",28.5101465
"3895",32.12552
"3896",34.7916615
"3897",33.9316415
"3898",26.0834175
"3899",23.852442
"3900",0
"3901",0
"3902",0
"3903",0
"3904",0
"3905",0
"3906",11.0637505
"3907",18.5767005
"3908",24.328582
"3909",5.4350395
"3910",0.48163
"3911",24.8140305
"3912",0
"3913",0
"3914",0
"3915",0
"3916",0
"3917",0
"3918",0
"3919",0
"3920",0
"3921",0
"3922",0
"3923",0
"3924",0
"3925",0
"3926",0
"3927",0
"3928",0
"3929",0
"3930",0
"3931",0
"3932",0
"3933",0
"3934",0
"3935",0
"3936",0
"3937",0
"3938",0
"3939",0
"3940",0
"3941",0
"3942",0
"3943",1.8441055
"3944",0.9929925
"3945",0.931488
"3946",5.1621555
"3947",3.167945
"3948",5.524189
"3949",9.986103
"3950",10.819491
"3951",12.209614
"3952",17.3347065
"3953",19.4369105
"3954",23.356464
"3955",25.052814
"3956",26.0400605
"3957",30.7549905
"3958",35.291601
"3959",35.901994
"3960",36.5469705
"3961",40.290257
"3962",40.3497495
"3963",40.397665
"3964",40.7417855
"3965",43.917551
"3966",44.2200065
"3967",43.9106745
"3968",40.8270495
"3969",39.759369
"3970",38.080942
"3971",34.955082
"3972",34.858689
"3973",34.468227
"3974",30.395808
"3975",29.9863785
"3976",30.548912
"3977",32.469951
"3978",33.137115
"3979",34.054731
"3980",33.9921645
"3981",34.6042405
"3982",34.547237
"3983",33.5153885
"3984",33.5323315
"3985",33.560696
"3986",33.4834585
"3987",32.287259
"3988",29.856378
"3989",33.757297
"3990",32.636098
"3991",29.945695
"3992",29.030799
"3993",28.106901
"3994",28.358882
"3995",28.3617915
"3996",28.182261
"3997",29.6401345
"3998",30.3740065
"3999",30.38255
"4000",30.465949
"4001",31.20424
"4002",32.346178
"4003",32.562535
"4004",32.1836125
"4005",32.723131
"4006",33.313329
"4007",32.961306
"4008",33.160944
"4009",33.150776
"4010",32.718978
"4011",32.952062
"4012",33.0534305
"4013",31.1301775
"4014",29.8668125
"4015",29.5331715
"4016",28.5643485
"4017",26.483252
"4018",25.7728295
"4019",13.3241625
"4020",12.168258
"4021",11.0255575
"4022",10.0253145
"4023",9.5505125
"4024",9.613738
"4025",10.4344305
"4026",9.564862
"4027",0.0258495
"4028",1.5986745
"4029",2.388222
"4030",3.4718925
"4031",1.6872225
"4032",1.7780615
"4033",1.971621
"4034",1.395242
"4035",1.5533215
"4036",1.746828
"4037",0.768315
"4038",1.465425
"4039",3.7344425
"4040",4.4131395
"4041",6.554304
"4042",8.3756285
"4043",8.251563
"4044",9.1239495
"4045",9.4996335
"4046",14.39809
"4047",17.091729
"4048",23.6412005
"4049",25.2386215
"4050",28.04957
"4051",31.697049
"4052",31.588083
"4053",32.7927445
"4054",0
"4055",0
"4056",0
"4057",0
"4058",0
"4059",0
"4060",0
"4061",0
"4062",0
"4063",0
"4064",0
"4065",0
"4066",50.4014975
"4067",52.923383
"4068",45.3509815
"4069",39.987487
"4070",35.996387
"4071",33.593957
"4072",25.8905615
"4073",21.0664455
"4074",14.973189
"4075",10.218165
"4076",8.387187
"4077",5.624451
"4078",2.42502
"4079",5.8112975
"4080",8.3531435
"4081",10.730706
"4082",9.9300455
"4083",11.23923
"4084",10.8306845
"4085",9.325297
"4086",8.010428
"4087",4.735443
"4088",9.200172
"4089",0
"4090",7.7958265
"4091",0
"4092",0
"4093",0
"4094",0
"4095",0
"4096",0
"4097",0
"4098",0
"4099",0
"4100",0
"4101",7.317801
"4102",7.091275
"4103",6.907454
"4104",5.14117
"4105",2.7381665
"4106",2.9646625
"4107",26.0655795
"4108",24.106319
"4109",16.8672075
"4110",19.5384755
"4111",18.7308
"4112",15.8077945
"4113",19.657064
"4114",22.0134865
"4115",18.6296155
"4116",53.7354915
"4117",55.386363
"4118",58.0515155
"4119",59.0603335
"4120",57.2910925
"4121",57.293347
"4122",43.071171
"4123",34.1081255
"4124",29.308583
"4125",29.949577
"4126",19.656472
"4127",18.640256
"4128",16.910806
"4129",13.133351
"4130",11.0467
"4131",0.2148085
"4132",0
"4133",0
"4134",0
"4135",15.973916
"4136",6.12371
"4137",0
"4138",0
"4139",8.67068
"4140",0
"4141",0
"4142",0
"4143",0
"4144",0
"4145",0
"4146",0
"4147",0
"4148",0
"4149",0
"4150",0
"4151",0
"4152",0
"4153",0
"4154",0
"4155",0
"4156",0
"4157",0
"4158",0
"4159",0
"4160",0
"4161",0
"4162",0
"4163",25.834365
"4164",12.546009
"4165",26.5983705
"4166",37.7429525
"4167",40.630785
"4168",19.1220645
"4169",14.1537165
"4170",18.14116
"4171",14.161962
"4172",13.8455665
"4173",14.9259825
"4174",7.9801685
"4175",4.139786
"4176",8.326095
"4177",8.182907
"4178",7.256655
"4179",8.810588
"4180",10.702184
"4181",10.878144
"4182",10.502929
"4183",8.5910145
"4184",8.1660365
"4185",7.8469945
"4186",8.2642855
"4187",8.7652555
"4188",11.102407
"4189",11.8949475
"4190",11.5572625
"4191",11.52105
"4192",11.647215
"4193",0
"4194",0
"4195",0
"4196",0
"4197",0
"4198",0
"4199",0
"4200",0
"4201",0
"4202",0
"4203",0
"4204",0
"4205",0
"4206",0
"4207",0
"4208",0
"4209",0
"4210",0
"4211",0
"4212",0
"4213",0
"4214",0
"4215",0
"4216",0
"4217",0
"4218",0
"4219",0
"4220",0
"4221",0
"4222",0
"4223",0
"4224",0
"4225",0
"4226",0
"4227",0
"4228",0
"4229",1.384992
"4230",2.990749
"4231",2.865557
"4232",3.27761
"4233",5.664377
"4234",8.563821
"4235",8.419811
"4236",8.460049
"4237",8.9627895
"4238",8.360295
"4239",9.1483335
"4240",10.1867885
"4241",10.9584305
"4242",14.3945745
"4243",17.826385
"4244",18.444389
"4245",37.557446
"4246",31.9554315
"4247",31.7182545
"4248",26.8299125
"4249",25.7071645
"4250",28.154928
"4251",25.9569555
"4252",28.0661335
"4253",37.255179
"4254",32.0676145
"4255",31.135771
"4256",27.954914
"4257",24.912912
"4258",13.8984755
"4259",13.3899515
"4260",4.547229
"4261",27.029407
"4262",27.840105
"4263",26.9724435
"4264",18.4471025
"4265",12.422882
"4266",8.195971
"4267",6.9632115
"4268",12.7109315
"4269",10.810482
"4270",12.939574
"4271",0
"4272",0
"4273",0
"4274",16.441061
"4275",10.980243
"4276",0
"4277",25.15544
"4278",12.956441
"4279",3.3171495
"4280",11.497386
"4281",21.133005
"4282",0
"4283",0
"4284",0
"4285",0
"4286",0
"4287",0
"4288",23.7715475
"4289",10.038032
"4290",0.7233145
"4291",11.378641
"4292",0
"4293",0
"4294",0
"4295",0
"4296",0
"4297",0
"4298",0
"4299",0
"4300",0
"4301",0
"4302",0
"4303",0
"4304",0
"4305",0
"4306",0
"4307",0
"4308",0
"4309",0
"4310",0
"4311",2.323949
"4312",1.265176
"4313",14.8465525
"4314",17.297809
"4315",21.5028105
"4316",14.561104
"4317",60.335147
"4318",51.0800335
"4319",56.438134
"4320",74.90788
"4321",72.496725
"4322",109.9227815
"4323",64.4250435
"4324",49.0971425
"4325",43.656481
"4326",35.0512105
"4327",14.7132735
"4328",8.324602
"4329",5.348195
"4330",4.387697
"4331",3.949136
"4332",4.1051835
"4333",3.343933
"4334",5.6437175
"4335",7.9966145
"4336",8.101335
"4337",5.4321215
"4338",1.5380345
"4339",0.8833175
"4340",0.3472805
"4341",0.125088
"4342",4.012946
"4343",0
"4344",0
"4345",0
"4346",0
"4347",0
"4348",0
"4349",0
"4350",0
"4351",0
"4352",0
"4353",0
"4354",0
"4355",3.314743
"4356",3.799914
"4357",6.474096
"4358",1.60251
"4359",3.4809965
"4360",0.5220845
"4361",1.035273
"4362",0.6644175
"4363",1.1800165
"4364",6.78036
"4365",8.380995
"4366",9.327816
"4367",8.907487
"4368",10.809591
"4369",11.3633655
"4370",11.5536795
"4371",13.32982
"4372",16.9149745
"4373",17.808292
"4374",16.522183
"4375",12.829543
"4376",11.689624
"4377",11.876749
"4378",12.070429
"4379",11.418347
"4380",9.0513625
"4381",8.333372
"4382",8.0895725
"4383",3.6463375
"4384",7.760798
"4385",4.6476035
"4386",9.215221
"4387",9.1768845
"4388",9.4705155
"4389",10.875581
"4390",12.458797
"4391",12.625322
"4392",12.7123225
"4393",11.7027725
"4394",9.6748635
"4395",8.900552
"4396",8.888396
"4397",8.891344
"4398",8.887513
"4399",8.894706
"4400",8.477798
"4401",6.640491
"4402",5.6015505
"4403",6.394824
"4404",6.6310695
"4405",6.660537
"4406",6.779205
"4407",7.719592
"4408",9.308172
"4409",9.8157605
"4410",9.667672
"4411",9.7618865
"4412",9.926351
"4413",9.863787
"4414",9.2356815
"4415",7.3654285
"4416",5.993187
"4417",5.508878
"4418",5.296786
"4419",5.3153985
"4420",5.3657985
"4421",3.676526
"4422",7.2006235
"4423",6.2728255
"4424",6.792922
"4425",6.028195
"4426",10.6993615
"4427",5.5199775
"4428",0.8799905
"4429",2.3392115
"4430",0.660532
"4431",8.085213
"4432",11.3214135
"4433",14.031943
"4434",18.675824
"4435",20.26532
"4436",20.059549
"4437",24.288823
"4438",9.5666495
"4439",21.631288
"4440",15.147797
"4441",22.505644
"4442",21.6231685
"4443",24.058108
"4444",21.857544
"4445",19.2064535
"4446",18.8828995
"4447",24.5483085
"4448",28.4745625
"4449",27.408141
"4450",0
"4451",0
"4452",0
"4453",28.423628
"4454",0
"4455",0
"4456",0
"4457",0
"4458",0
"4459",0
"4460",0
"4461",0
"4462",0
"4463",0
"4464",0
"4465",0
"4466",59.422534
"4467",65.0837415
"4468",58.9420475
"4469",58.2834035
"4470",110.203454
"4471",114.1597515
"4472",3.054965
"4473",1.774684
"4474",11.1897155
"4475",11.828823
"4476",16.0894855
"4477",23.465064
"4478",39.744891
"4479",47.393094
"4480",49.970161
"4481",34.405789
"4482",33.00888
"4483",32.652297
"4484",26.7548295
"4485",24.9663645
"4486",24.578904
"4487",21.149415
"4488",19.19616
"4489",20.778373
"4490",20.6662675
"4491",20.557839
"4492",21.115966
"4493",24.7789705
"4494",26.326322
"4495",26.106679
"4496",26.319351
"4497",27.430566
"4498",24.699311
"4499",24.8852765
"4500",24.493053
"4501",24.003021
"4502",23.776776
"4503",23.855046
"4504",22.607411
"4505",19.6209765
"4506",18.698549
"4507",18.634716
"4508",17.927315
"4509",16.69679
"4510",16.433316
"4511",16.778139
"4512",16.88527
"4513",16.2145475
"4514",17.374402
"4515",27.515541
"4516",33.682635
"4517",41.370555
"4518",0
"4519",0
"4520",0
"4521",0
"4522",0
"4523",0
"4524",17.8444225
"4525",6.233365
"4526",0
"4527",0
"4528",0
"4529",0
"4530",0
"4531",0
"4532",0
"4533",0
"4534",0
"4535",0
"4536",0
"4537",0
"4538",0
"4539",0
"4540",0
"4541",0
"4542",0
"4543",0
"4544",0
"4545",0
"4546",0
"4547",0
"4548",0
"4549",0
"4550",0
"4551",0
"4552",0
"4553",0
"4554",0
"4555",0
"4556",0
"4557",0
"4558",0
"4559",0
"4560",0
"4561",0
"4562",0
"4563",0
"4564",0
"4565",0
"4566",0
"4567",0
"4568",0
"4569",0
"4570",0
"4571",0
"4572",0
"4573",0
"4574",0
"4575",0
"4576",0
"4577",0
"4578",0
"4579",0
"4580",0
"4581",0
"4582",0
"4583",0
"4584",0
"4585",0
"4586",0
"4587",0
"4588",0
"4589",0
"4590",0
"4591",0
"4592",0
"4593",0
"4594",0
"4595",0
"4596",0
"4597",0
"4598",0
"4599",0
"4600",0
"4601",3.993777
"4602",3.077741
"4603",0.743584
"4604",3.782369
"4605",9.6731565
"4606",16.13825
"4607",30.45645
"4608",26.0428795
"4609",19.038832
"4610",21.1938965
"4611",27.8319645
"4612",30.514973
"4613",5.1348225
"4614",4.475163
"4615",3.532368
"4616",0
"4617",0
"4618",0
"4619",0
"4620",0
"4621",0
"4622",0
"4623",0
"4624",7.2260465
"4625",6.9957955
"4626",67.369887
"4627",64.67907
"4628",46.0913905
"4629",44.1576285
"4630",19.275125
"4631",47.9168375
"4632",63.864435
"4633",58.8651005
"4634",18.493738
"4635",2.983716
"4636",0.4255925
"4637",4.021865
"4638",5.745553
"4639",6.032678
"4640",0
"4641",0
"4642",0
"4643",0
"4644",0
"4645",0
"4646",0
"4647",0
"4648",0
"4649",0
"4650",5.2165045
"4651",4.216089
"4652",4.611041
"4653",6.440527
"4654",6.4658325
"4655",6.7184685
"4656",21.9198265
"4657",18.3413515
"4658",11.420342
"4659",14.1900985
"4660",5.622059
"4661",7.3929015
"4662",2.016916
"4663",3.7090335
"4664",0.5874405
"4665",4.7971245
"4666",10.7887705
"4667",37.139384
"4668",37.9990905
"4669",30.882888
"4670",28.4363905
"4671",17.9273895
"4672",0
"4673",0
"4674",0
"4675",0
"4676",0
"4677",0
"4678",0
"4679",0
"4680",0
"4681",0
"4682",0
"4683",0
"4684",0
"4685",0
"4686",0
"4687",0
"4688",61.6969965
"4689",61.103593
"4690",7.1147205
"4691",4.204976
"4692",2.1451195
"4693",48.441389
"4694",36.196507
"4695",22.8292685
"4696",18.993178
"4697",13.2351925
"4698",12.316578
"4699",8.3046615
"4700",6.911733
"4701",5.8920805
"4702",4.2847395
"4703",3.403346
"4704",4.73584
"4705",4.3342695
"4706",2.552335
"4707",4.2482265
"4708",4.486048
"4709",3.704185
"4710",12.3443945
"4711",11.7248795
"4712",11.074767
"4713",9.253944
"4714",8.432813
"4715",7.0150975
"4716",6.008059
"4717",7.5764165
"4718",3.5296535
"4719",3.494793
"4720",3.5779495
"4721",0.895514
"4722",0.871495
"4723",3.256586
"4724",5.7773335
"4725",6.299862
"4726",8.368698
"4727",11.703132
"4728",12.225065
"4729",12.7691145
"4730",13.3856745
"4731",13.102185
"4732",12.200562
"4733",10.3552125
"4734",10.8005235
"4735",10.642265
"4736",10.9689765
"4737",23.908235
"4738",24.698347
"4739",27.075571
"4740",29.836289
"4741",31.665228
"4742",4.517243
"4743",4.5885065
"4744",5.922734
"4745",7.029896
"4746",8.1585515
"4747",7.3532395
"4748",2.5044035
"4749",1.837681
"4750",0.184891
"4751",7.091543
"4752",13.316594
"4753",15.621817
"4754",20.3111105
"4755",19.9256705
"4756",18.8897
"4757",18.154782
"4758",18.9423595
"4759",17.8149505
"4760",17.153161
"4761",10.869171
"4762",1.6167585
"4763",2.7130425
"4764",52.446684
"4765",47.1172085
"4766",47.3412885
"4767",67.123506
"4768",60.602006
"4769",83.735732
"4770",77.762089
"4771",70.606831
"4772",23.799874
"4773",27.421815
"4774",25.0910475
"4775",26.5497045
"4776",27.2712405
"4777",22.573428
"4778",21.8105575
"4779",21.6535175
"4780",18.8172255
"4781",2.08224
"4782",1.8187765
"4783",1.6705655
"4784",1.4129135
"4785",1.30817
"4786",0
"4787",0
"4788",0
"4789",0
"4790",0
"4791",0
"4792",0
"4793",0
"4794",0
"4795",0
"4796",0
"4797",0
"4798",0
"4799",0
"4800",0
"4801",0
"4802",0
"4803",0
"4804",0
"4805",0
"4806",0.768762
"4807",1.423562
"4808",9.469346
"4809",10.7794065
"4810",12.8205125
"4811",11.992041
"4812",8.84551
"4813",6.81094
"4814",4.069677
"4815",1.7483985
"4816",4.851342
"4817",9.8066295
"4818",0
"4819",0
"4820",0
"4821",0
"4822",0
"4823",0
"4824",3.157354
"4825",2.5418685
"4826",2.205085
"4827",2.631193
"4828",4.721298
"4829",10.960399
"4830",22.8429855
"4831",25.887096
"4832",25.1381525
"4833",25.7405075
"4834",34.8985525
"4835",36.6750385
"4836",42.2802305
"4837",34.546391
"4838",35.557123
"4839",36.4559855
"4840",35.874321
"4841",0
"4842",0
"4843",0
"4844",0
"4845",0
"4846",0
"4847",0
"4848",0
"4849",0
"4850",0
"4851",0
"4852",54.5340685
"4853",27.58906
"4854",21.2006185
"4855",18.8011045
"4856",96.6774775
"4857",2.6766435
"4858",4.073319
"4859",11.07843
"4860",14.628642
"4861",15.8655375
"4862",10.24871
"4863",11.395271
"4864",10.8870015
"4865",10.1990265
"4866",17.2461905
"4867",17.504707
"4868",16.6947935
"4869",13.21337
"4870",12.4495
"4871",12.422643
"4872",13.558357
"4873",0
"4874",0
"4875",13.340414
"4876",13.013201
"4877",12.641824
"4878",10.5480085
"4879",9.477327
"4880",8.5683545
"4881",7.612425
"4882",54.0888665
"4883",51.886454
"4884",46.48109
"4885",56.71934
"4886",51.5843065
"4887",52.515468
"4888",83.3768025
"4889",84.367419
"4890",71.3155065
"4891",69.754484
"4892",38.864132
"4893",32.4683695
"4894",19.5468805
"4895",11.012781
"4896",2.193208
"4897",19.787727
"4898",17.034144
"4899",22.634458
"4900",15.8713365
"4901",14.821218
"4902",9.1923335
"4903",4.125708
"4904",1.157515
"4905",0.9221165
"4906",3.7830365
"4907",23.6927025
"4908",24.1829515
"4909",23.515419
"4910",23.006248
"4911",23.0285005
"4912",22.893091
"4913",23.275744
"4914",24.669595
"4915",16.1973105
"4916",15.107301
"4917",14.371042
"4918",13.815869
"4919",4.9173975
"4920",2.8233575
"4921",0.9249395
"4922",2.0133245
"4923",2.750837
"4924",3.130021
"4925",2.8663635
"4926",2.87441
"4927",7.574569
"4928",9.0110925
"4929",16.679161
"4930",30.575716
"4931",36.0856275
"4932",41.874781
"4933",42.7388015
"4934",43.40342
"4935",60.1447325
"4936",62.9663815
"4937",40.4841255
"4938",45.420629
