"","x"
"1578",82.9029565
"1579",91.100446
"1580",81.8730155
"1581",83.2074105
"1582",90.0667685
"1583",101.678603
"1584",105.032351
"1585",108.6683395
"1586",117.556964
"1587",121.022372
"1588",123.964832
"1589",129.6261005
"1590",132.378874
"1591",132.96176
"1592",46.720473
"1593",45.186821
"1594",44.977532
"1595",44.874568
"1596",45.2068555
"1597",47.895229
"1598",50.220383
"1599",50.96214
"1600",50.8212535
"1601",50.9432
"1602",50.4106645
"1603",50.3721165
"1604",49.896399
"1605",49.1155855
"1606",48.773298
"1607",47.303144
"1608",142.637315
"1609",86.774394
"1610",86.497178
"1611",83.625196
"1612",82.755244
"1613",81.8027425
"1614",77.010855
"1615",0
"1616",33.0186505
"1617",29.1214435
"1618",30.141796
"1619",26.5916435
"1620",22.754826
"1621",22.677614
"1622",13.839633
"1623",15.5109385
"1624",7.6708825
"1625",0.6581055
"1626",0
"1627",0
"1628",0
"1629",7.1075195
"1630",9.362097
"1631",10.097577
"1632",18.099094
"1633",2.525976
"1634",1.3445575
"1635",7.030959
"1636",7.7487065
"1637",11.9626615
"1638",2.223222
"1639",0
"1640",0
"1641",0
"1642",0
"1643",0
"1644",0
"1645",0
"1646",0
"1647",0
"1648",0
"1649",0
"1650",0
"1651",0
"1652",0
"1653",0
"1654",0
"1655",0
"1656",0
"1657",0
"1658",18.185577
"1659",0
"1660",0
"1661",0
"1662",0
"1663",0
"1664",0
"1665",0
"1666",0
"1667",0
"1668",0
"1669",0
"1670",0
"1671",0
"1672",0
"1673",0
"1674",0
"1675",20.720949
"1676",16.315452
"1677",13.4630985
"1678",14.482459
"1679",16.855916
"1680",8.225601
"1681",6.9905135
"1682",5.456919
"1683",18.35661
"1684",18.597052
"1685",17.2479125
"1686",12.6502555
"1687",18.7443465
"1688",16.002438
"1689",20.405609
"1690",8.658895
"1691",10.8559385
"1692",16.295741
"1693",15.482811
"1694",9.852044
"1695",14.911734
"1696",8.00562
"1697",0.237836
"1698",2.7311155
"1699",3.495718
"1700",9.9213985
"1701",7.181073
"1702",0
"1703",20.3717905
"1704",21.525065
"1705",22.463296
"1706",24.9135645
"1707",26.1440325
"1708",0
"1709",0
"1710",0
"1711",0
"1712",0
"1713",0
"1714",0
"1715",0
"1716",0
"1717",0
"1718",0
"1719",0
"1720",0
"1721",0
"1722",0
"1723",0
"1724",0
"1725",0
"1726",0
"1727",0
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",0
"1744",4.341619
"1745",12.680655
"1746",12.820452
"1747",11.224971
"1748",13.391592
"1749",0.9916815
"1750",0.0035835
"1751",0.9603025
"1752",4.669293
"1753",5.7491765
"1754",7.3752845
"1755",13.186781
"1756",11.6983395
"1757",9.4473665
"1758",6.525338
"1759",6.0800645
"1760",3.249332
"1761",4.111616
"1762",7.801569
"1763",9.1718165
"1764",10.0774175
"1765",10.1827285
"1766",8.9224945
"1767",9.356164
"1768",6.0191795
"1769",3.667844
"1770",3.0776355
"1771",3.013118
"1772",3.0849445
"1773",4.626231
"1774",22.984673
"1775",22.499482
"1776",18.393083
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0
"1786",0
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0
"1797",0
"1798",0
"1799",0
"1800",0
"1801",0
"1802",0
"1803",0
